names	edited_features	longest_gene_isoform
AT4G19620	1	411
AT5G55400	197	4216
AT3G14225	4	1440
AT1G06590	421	8443
AT5G49320	21	1363
AT5G02330	27	2128
AT3G02610	132	2097
AT5G01560	236	3169
AT5G17000	453	2529
AT5G02095	304	454
AT2G38185	71	3243
AT1G07770	5901	2380
AT4G16807	94	2375
AT2G34710	790	5032
AT5G17900	1163	2669
AT4G36930	198	2303
AT1G66150	2023	3443
AT2G34470	545	1770
AT2G25590	226	2869
AT4G24880	217	3403
AT1G64750	1423	1546
AT3G55430	2237	2792
AT3G07870	13	1909
AT5G05390	1	2357
AT1G73600	948	4420
AT2G47990	530	1811
AT3G09530	1	2527
AT1G09023	16	4942
AT3G30802	2	4845
AT1G29530	77	2103
AT3G09410	180	3417
AT4G28250	517	2499
AT1G70140	124	2758
AT5G00925	13	184
AT2G15280	320	2380
AT5G16260	653	4693
AT4G39900	1342	2301
AT1G30515	7	739
AT1G70690	73	1803
AT3G44050	853	6600
AT2G33360	184	3358
AT5G09510	3541	1675
AT1G25500	113	2937
AT4G34760	152	892
AT5G63630	217	3480
AT3G49410	18	4637
AT3G12290	1166	2056
AT3G22090	13	651
AT3G05550	20	1337
AT5G03120	8	1494
AT1G08713	5	387
AT1G65920	212	4260
AT3G27640	141	3392
AT5G61455	17	830
AT5G40180	2	883
AT3G46700	59	1907
AT1G05553	38	480
AT5G39550	505	3500
AT4G02485	75	2078
AT2G46940	2	1156
AT3G04050	5	1955
AT3G48860	1217	5469
AT4G35890	1814	3805
AT1G73050	1	1969
AT5G04905	178	1858
AT4G14560	222	1037
AT4G16957	23	2550
AT2G27290	122	1614
AT1G10330	74	1551
AT5G56500	1137	3739
AT2G22450	485	2701
AT1G35460	201	2499
AT5G22788	33	586
AT1G01980	6	1932
AT1G48710	11	4058
AT5G65390	15	966
AT4G14147	139	3105
AT2G18910	418	1694
AT5G03110	53	1335
AT2G22900	511	2289
AT2G37220	2852	2056
AT5G18740	35	2523
AT4G28260	1026	2588
AT5G35180	1376	8750
AT2G19700	1	694
AT5G04500	754	2996
AT1G33560	64	3351
AT3G14330	259	3493
AT3G07420	220	3062
AT2G47130	8	1302
AT1G02050	142	1629
AT3G06220	914	1622
AT4G25740	2479	1691
AT1G77550	641	4773
AT3G28360	26	5337
AT5G34903	10	347
AT4G19430	29	811
AT2G28671	111	1833
AT4G00290	311	2740
AT3G61430	1176	2151
AT1G53730	390	4308
AT1G16790	248	924
AT4G23540	483	6073
AT1G63120	134	2335
AT5G47210	8955	2322
AT3G43740	546	1679
AT5G11050	15	1742
AT5G04200	28	1300
AT1G01510	1255	3327
AT1G56450	2067	2825
AT2G16360	1	597
AT4G26965	104	2961
AT3G49240	1125	2242
AT1G52080	74	3032
AT1G28010	15	4902
AT3G03272	5	780
AT1G33330	116	1966
AT2G13570	1	1127
AT3G14440	77	2729
AT2G20724	260	670
AT5G45560	278	5661
AT2G30540	35	938
AT3G56290	1	1337
AT5G43250	114	861
AT3G57860	163	2055
AT3G55160	789	8124
AT5G45390	1538	1884
AT1G35290	6	1332
AT1G76320	590	3365
AT2G38410	522	3760
AT4G09590	3	635
AT1G70830	3203	1582
AT4G22900	3	1548
AT5G10170	77	3044
AT2G21050	252	2580
AT3G16565	89	3070
AT5G65687	126	3192
AT4G11140	16	1768
AT5G09920	874	1654
AT1G22403	12	1140
AT5G53815	22	434
AT1G72390	1058	6590
AT4G36790	166	2361
AT1G08217	2	479
AT4G14713	225	3043
AT5G20010	5370	2236
AT3G22180	326	3820
AT2G46910	94	1721
AT1G51600	410	3409
AT5G41050	414	1215
AT5G21326	723	4777
AT4G11230	13	5154
AT5G13720	35	1512
AT3G54430	360	1595
AT1G28370	2	1186
AT2G11150	20	2396
AT5G56650	322	2047
AT1G31220	163	1985
AT5G27980	1	1105
AT4G16295	3	455
AT2G26300	931	4106
AT5G21120	10	2439
AT5G63770	314	5217
AT3G58540	17	829
AT5G51770	708	2310
AT4G33780	203	1991
AT3G56120	532	3397
AT3G48070	233	2255
AT3G52561	27	616
AT4G30530	655	2143
AT3G03820	4	759
AT1G58420	8	950
AT5G03885	2	1638
AT5G39180	1	1007
AT4G21865	57	1577
AT4G07440	4	1304
AT1G05523	29	1156
AT3G04025	66	209
AT5G14910	451	2099
AT1G27100	464	4283
AT1G05250	13	1759
AT5G15843	80	1966
AT3G19002	161	1481
AT2G31610	7931	1741
AT2G46160	386	1606
AT2G40290	1755	2460
AT3G04615	10	831
AT5G08740	204	3182
AT4G29920	195	3688
AT4G10970	395	3012
AT1G69910	348	2563
AT1G49840	190	2717
AT5G09430	2	1460
AT3G63130	1815	2434
AT1G04690	2037	2380
AT1G12330	1518	2329
AT3G20240	308	2047
AT1G58340	9	2451
AT4G30510	69	2548
AT1G12970	224	2396
AT1G55673	1766	478
AT5G01570	23	1510
AT5G12040	451	3128
AT1G76300	900	1537
AT4G37490	772	2422
AT1G07603	2368	599
AT3G13390	10	2460
AT2G05540	15	1129
AT3G19050	1147	12529
AT4G16070	173	4320
AT3G08690	626	1907
AT5G24600	16	1967
AT2G03450	112	2279
AT5G10370	667	6250
AT4G12620	381	2838
AT5G49560	97	974
AT1G51250	3	791
AT1G61070	2	850
AT5G42790	1882	2112
AT2G46270	491	3223
AT3G14390	843	2763
AT1G70020	2	989
AT1G77140	384	4101
AT1G04635	60	724
AT5G10480	1329	2361
AT3G49180	387	2257
AT4G25370	751	2278
AT3G17880	342	2940
AT5G09120	8	466
AT5G47635	5	961
AT3G51690	17	1833
AT2G37690	441	4893
AT3G02190	752	731
AT5G01005	2	369
AT1G09450	340	4197
AT3G15400	37	1575
AT1G31300	506	2772
AT1G01695	2	1904
AT1G73840	612	2755
AT2G42395	46	989
AT1G24400	200	2508
AT2G09795	327	2860
AT1G73310	51	2736
AT5G07920	513	4734
AT3G24530	245	2632
AT1G47278	407	1517
AT2G44000	3	1482
AT1G48600	909	3483
AT5G60340	990	1246
AT3G09020	1	1314
AT2G36400	584	3027
AT5G44950	2	1499
AT1G07650	1559	7625
AT5G47700	6704	1420
AT5G62165	10	3961
AT3G54710	283	2511
AT5G54540	1016	1806
AT3G06140	268	2264
AT4G07515	53	553
AT4G00610	4	986
AT4G22115	1	500
AT1G48460	394	2563
AT3G28380	2	4502
AT4G15790	692	2161
AT2G09395	2	95
AT1G23170	416	3251
AT2G44500	305	2637
AT4G26840	3007	1533
AT3G27690	68	1583
AT5G23115	1	28
AT5G39190	31	1193
AT4G09466	415	535
AT4G33960	30	614
AT2G36010	322	3668
AT3G17930	221	1185
AT3G58020	108	1969
AT3G09415	6	782
AT5G42390	1077	8188
AT5G27210	182	2069
AT2G17120	420	1889
AT5G08470	419	7154
AT4G05130	1	2732
AT1G06573	422	1022
AT1G33500	15	2402
AT2G22920	12	3969
AT1G78190	71	374
AT5G47760	325	2722
AT1G08780	480	1535
AT2G37720	1	3229
AT3G25670	60	2111
AT3G13020	36	2111
AT2G30460	209	2860
AT3G14270	787	7531
AT5G36440	1852	356
AT1G04350	20	2225
AT1G06757	4	346
AT5G03040	1085	3185
AT5G67180	68	2300
AT1G05270	230	3126
AT1G71710	364	7472
AT1G20691	69	2311
AT5G22970	319	565
AT2G13290	295	2276
AT2G46240	225	4087
AT2G17250	687	3723
AT3G45650	1	2553
AT1G44100	290	3293
AT2G31865	7	3027
AT1G09780	2404	2554
AT3G61760	57	3931
AT2G27402	95	1592
AT4G27875	1	71
AT2G08595	60	452
AT1G20790	43	1552
AT1G78560	445	2307
AT2G14860	240	2087
AT3G45400	239	2155
AT5G07325	2	706
AT4G27010	528	10465
AT2G44993	617	1401
AT3G10985	1363	1443
AT1G71080	508	2128
AT5G45745	1	71
AT1G01470	20	1423
AT2G20550	96	1509
AT3G12750	119	1550
AT2G07629	17	629
AT1G32490	1182	7777
AT1G07170	353	1275
AT2G24190	35	1477
AT1G41797	1	3470
AT1G07547	35	590
AT2G37120	978	997
AT5G46440	5	519
AT5G11910	295	1943
AT1G29170	978	5076
AT2G03880	44	2191
AT2G16770	247	2068
AT1G02145	372	4019
AT3G53380	606	2657
AT5G43155	59	780
AT3G09440	7465	3592
AT3G04730	543	2736
AT1G08507	6	688
AT2G21750	198	407
AT4G23220	5	2790
AT1G56440	193	3129
AT2G24230	594	2995
AT5G41835	4	4958
AT1G32930	605	2917
AT1G73066	82	2293
AT1G62580	20	3645
AT1G12450	179	2089
AT5G14110	1	794
AT3G46510	347	3166
AT5G07095	1	139
AT4G25390	49	2529
AT4G22550	97	1072
AT4G31820	174	4107
AT2G12020	1	3819
AT3G02400	379	2247
AT5G38000	2	1885
AT4G17718	6	399
AT4G34670	6977	1949
AT3G11490	298	2800
AT1G48180	36	2117
AT1G54270	3039	2719
AT1G32550	96	2673
AT1G76810	2740	5846
AT4G27000	2211	3311
AT2G21870	4284	2677
AT4G23355	52	1878
AT2G27800	97	1810
AT1G61850	351	6647
AT5G02930	5	2069
AT2G26650	8	4888
AT1G14170	694	2729
AT1G80910	427	3095
AT5G03650	847	5940
AT5G60110	2	983
AT3G14290	1120	2585
AT3G50740	1	1997
AT1G35180	335	1728
AT5G42960	328	1587
AT5G57887	19	528
AT2G24960	228	2918
AT4G24900	140	2816
AT3G03915	2	334
AT3G03790	911	6402
AT3G22120	12123	1702
AT4G16745	163	3057
AT4G27820	14	3095
AT1G21900	592	1657
AT5G41470	6	1727
AT2G07625	2	549
AT1G58561	4	4571
AT3G10405	227	2832
AT1G05205	267	1238
AT3G58180	233	2226
AT5G27893	1	1299
AT5G07780	27	3336
AT1G08105	18	3091
AT3G60160	3526	6135
AT5G67070	1675	1357
AT3G26614	1	2681
AT3G04660	19	1242
AT5G37510	3121	3364
AT4G14420	2361	2145
AT2G30950	1066	2943
AT1G64940	11	1725
AT1G21210	9	3337
AT4G09205	14	2660
AT1G61890	1306	3669
AT4G17840	178	2459
AT1G05100	13	1340
AT2G30710	529	3401
AT1G52200	1	1988
AT1G15990	5	3059
AT5G18220	12	1676
AT1G01360	331	1391
AT1G32810	715	4704
AT4G01090	363	3373
AT4G27745	203	1647
AT1G06750	6	3489
AT1G09987	228	713
AT3G63510	96	2258
AT2G32470	111	1722
AT2G40085	135	977
AT1G13110	285	1939
AT5G51390	9	497
AT5G22450	1582	6531
AT1G54710	534	4386
AT3G62930	2	485
AT5G49160	2335	6356
AT1G15130	1171	3977
AT5G08415	304	2474
AT3G28955	1	867
AT5G09390	489	2497
AT1G14790	312	4309
AT2G04860	66	2139
AT4G06975	1	362
AT2G07825	1	382
AT1G70610	132	4604
AT5G37740	69	1901
AT1G28070	65	1244
AT4G25870	520	3109
AT1G06730	265	2946
AT3G52345	3	71
AT5G46190	570	4497
AT2G46720	385	3112
AT5G15950	71	2118
AT4G32890	26	1485
AT1G09000	212	4161
AT2G40745	1	743
AT5G62980	114	1261
AT3G10130	126	3266
AT1G71360	128	2900
AT1G80660	11	4232
AT4G36380	840	4979
AT5G01645	132	356
AT5G39930	5	2314
AT2G28130	334	3259
AT3G22425	206	2200
AT5G51174	1	115
AT1G33610	2	1783
AT2G05160	23	3521
AT3G09580	103	2299
AT5G28630	19	772
AT3G20650	333	3357
AT4G03935	34	932
AT5G61480	803	3907
AT2G32020	5	949
AT5G24065	3	617
AT4G38220	835	2008
AT1G50750	52	1447
AT2G38750	578	2567
AT5G49520	53	2698
AT2G17630	446	1517
AT2G21500	122	2799
AT1G50460	448	4062
AT3G50040	83	2171
AT1G25440	723	1828
AT4G32535	85	652
AT1G72240	16	718
AT1G69587	46	3823
AT3G62370	339	2822
AT3G30460	2	771
AT4G19010	98	2858
AT2G44383	1	521
AT3G06630	154	4718
AT1G13370	13	881
AT2G23360	253	4302
AT1G01190	1	1901
AT5G55510	211	1718
AT3G13300	2123	6450
AT1G58380	9646	1355
AT5G18630	251	3201
AT2G19090	407	3442
AT1G16240	715	2001
AT4G27860	1130	2820
AT1G60620	224	2674
AT2G07671	182	775
AT5G25230	392	4335
AT2G07695	47	1897
AT5G62280	13	1405
AT4G00320	11	1704
AT1G80745	4	1056
AT1G21190	565	1293
AT3G21750	117	1960
AT2G34150	761	4208
AT1G22160	482	905
AT3G11530	351	2006
AT1G49300	503	2819
AT3G28860	8669	7573
AT2G27010	7	1686
AT5G64870	462	1952
AT1G74450	137	1827
AT5G62370	177	3228
AT3G15140	268	2454
AT2G09565	246	222
AT1G10470	351	2372
AT1G03740	213	3726
AT2G21780	13	964
AT3G62840	2632	1326
AT5G35995	215	2253
AT1G35340	149	2270
AT5G02605	17	749
AT2G07170	787	4241
AT5G51600	1153	3758
AT2G03590	4	2274
AT4G04220	140	2778
AT1G04643	4	884
AT3G27980	18	1957
AT4G38070	36	1274
AT3G17390	3790	1904
AT1G09253	54	396
AT5G47720	361	2880
AT4G29360	1040	2631
AT2G02780	1119	3248
AT5G66930	327	1914
AT5G46690	686	2094
AT4G37190	295	2743
AT1G18520	3	1427
AT5G51460	102	3788
AT4G10020	10	2161
AT3G15850	185	2584
AT1G34320	800	4318
AT3G15115	13	1504
AT3G02890	670	5523
AT4G26720	414	2456
AT1G51220	4	2398
AT1G32385	1	84
AT1G69180	1	1791
AT4G16835	56	2080
AT2G16670	1	4478
AT3G19960	1052	8952
AT5G40610	418	2577
AT4G30910	142	2987
AT1G14830	1707	4330
AT5G52400	79	2931
AT3G14710	1	1583
AT4G12880	2862	1131
AT5G40030	206	2436
AT3G61420	189	5444
AT1G80610	259	3714
AT5G41260	468	3913
AT2G41140	694	3598
AT5G64150	261	2463
AT5G53370	49	2094
AT5G67600	383	866
AT5G65700	3073	3702
AT2G18270	26	248
AT1G16210	620	1654
AT1G55450	37	2156
AT1G80620	696	2431
AT1G69760	143	1583
AT4G13960	5	2487
AT1G30070	523	1725
AT5G37790	425	3118
AT2G28000	3160	3042
AT1G71260	1102	1797
AT4G02890	6578	1636
AT3G44798	31	719
AT1G05090	394	1636
AT5G57970	192	2330
AT1G13230	401	2085
AT3G45620	453	2274
AT3G03270	173	2365
AT1G20640	468	3877
AT2G38670	1501	3206
AT1G48300	1024	1296
AT3G26890	318	4671
AT1G29730	39	5349
AT2G44380	1	1195
AT5G08080	607	3246
AT5G23950	37	1122
AT3G23150	347	3329
AT3G01020	1	1045
AT5G54650	371	4597
AT1G55890	848	1557
AT5G48940	1	4196
AT2G15050	6	2800
AT5G16880	1422	2592
AT3G13075	27	281
AT2G45740	210	1968
AT3G01840	14	2066
AT4G34070	352	2211
AT1G73300	1	2963
AT1G44890	153	1894
AT2G23200	79	2649
AT5G40440	155	3199
AT2G27110	672	4149
AT2G24205	124	414
AT1G08117	3	88
AT2G28590	97	2068
AT5G66300	8	1762
AT1G68060	2246	3714
AT3G29380	2	1117
AT2G37670	19	3586
AT1G75480	19	656
AT1G48530	1	1073
AT1G07470	569	3189
AT1G09920	324	2399
AT5G40620	2	676
AT5G05510	120	2180
AT1G13210	236	5104
AT3G45960	45	1451
AT3G27700	680	5080
AT2G15530	499	4868
AT1G05353	2	196
AT1G54050	188	1209
AT1G48560	217	2655
AT1G76410	14	988
AT3G60850	467	2371
AT1G59218	1292	4981
AT3G03550	69	1633
AT1G60200	1592	4706
AT4G10030	191	3201
AT1G05873	84	884
AT3G62430	102	2206
AT5G17660	180	2427
AT3G45610	107	1299
AT5G19580	1114	2428
AT5G44710	319	1771
AT1G77120	131	2162
AT5G67260	1826	3457
AT1G48050	519	3861
AT4G01550	89	2583
AT3G59150	221	1591
AT3G21010	57	1538
AT2G19340	226	2189
AT5G56290	805	5810
AT5G10400	2732	785
AT3G07355	28	223
AT1G23120	8	1030
AT3G25690	278	5509
AT3G29100	74	1921
AT2G39140	263	3276
AT1G05910	1119	6499
AT3G61210	4	1264
AT5G58970	269	2831
AT3G44510	17	3216
AT2G45900	15	3427
AT1G51010	3	612
AT2G07749	3	2354
AT5G35753	281	3036
AT5G02650	51	2282
AT1G72270	22	9473
AT2G22170	193	1374
AT3G19790	341	1163
AT2G12550	287	3949
AT1G68730	96	859
AT2G33840	546	2868
AT5G03570	1	3363
AT1G32127	89	1958
AT3G47750	4	4706
AT3G51940	132	1999
AT3G45440	8	3110
AT4G02290	3476	2967
AT3G53470	52	844
AT3G45750	108	4418
AT2G39690	13	2484
AT3G09685	93	238
AT1G25155	304	2129
AT1G05700	1	3770
AT5G03720	24	3184
AT5G14900	1	905
AT2G27100	1312	4261
AT1G30670	12	1015
AT5G41750	27	5183
AT4G05020	384	4172
AT2G43810	783	2098
AT5G09540	131	1384
AT3G24490	841	1801
AT2G35620	736	4587
AT5G21100	185	2855
AT1G05710	745	2472
AT1G47395	3	832
AT4G35030	19	2829
AT3G61880	94	2091
AT5G14410	362	801
AT4G29400	87	2000
AT2G07950	58	398
AT5G45680	39	1503
AT5G56240	700	4924
AT5G42650	302	2031
AT5G61640	43	1410
AT3G13630	2	1225
AT5G13770	218	2053
AT1G68050	612	2268
AT2G15340	1	703
AT1G44575	1983	3203
AT3G27290	28	2071
AT5G24270	37	4960
AT5G63190	994	3258
AT2G02160	1665	3045
AT3G56950	548	1564
AT5G52655	12	498
AT3G27740	1429	2705
AT4G27840	99	1688
AT5G41830	5	1883
AT3G08200	2	337
AT3G14930	402	2685
AT3G01326	8	506
AT3G48460	454	1834
AT4G34620	1792	1369
AT1G01640	4	1722
AT2G45500	161	3514
AT3G56060	1	3295
AT2G42880	672	4212
AT2G28315	28	2098
AT4G08015	278	437
AT4G02710	467	4114
AT5G16640	42	2096
AT1G25540	670	5750
AT2G35960	84	1146
AT4G24830	1414	3204
AT5G37940	4	1864
AT2G02390	187	2435
AT5G27650	871	3947
AT1G49560	147	2001
AT2G28030	1	1178
AT5G56480	28	558
AT4G26300	1188	5132
AT1G02710	2	290
AT3G62110	347	3200
AT2G16090	396	3246
AT1G52690	1	1810
AT5G02770	3162	2246
AT1G06560	243	4391
AT5G49740	79	3475
AT5G62960	228	2818
AT3G49110	104	2678
AT2G42760	125	1596
AT1G15415	8	747
AT1G08125	306	2748
AT5G67290	195	1913
AT3G14100	1001	3246
AT1G80630	125	1971
AT1G47600	1	3048
AT3G18110	492	5372
AT3G09630	7556	2045
AT4G23040	201	3420
AT1G05367	13	315
AT2G17150	223	4899
AT4G02770	2362	1133
AT1G53140	666	3487
AT3G43955	333	4809
AT1G50110	360	2407
AT5G47570	1431	2213
AT1G60890	371	5124
AT1G05243	12	498
AT1G27480	36	1875
AT4G08770	29	2361
AT2G44700	21	1327
AT1G72410	716	5371
AT1G55960	174	2566
AT4G32460	934	2682
AT3G47520	1722	2339
AT4G20960	309	2452
AT5G09820	8	1960
AT4G15520	218	1902
AT5G45380	13	4986
AT5G63870	364	2246
AT4G00234	41	869
AT1G75310	886	5492
AT1G20065	15	1701
AT1G28265	3	275
AT5G44250	224	2048
AT1G09795	865	3376
AT2G06805	1	235
AT1G10750	179	3976
AT1G47380	440	3720
AT3G18524	625	4744
AT3G01140	293	1900
AT1G03350	769	1828
AT4G12065	3	72
AT1G26520	154	2689
AT4G27310	76	1518
AT3G56750	695	2364
AT1G80980	300	2102
AT4G19900	419	2527
AT4G18970	437	2269
AT1G11303	9	3184
AT2G42900	136	954
AT3G55890	4	1831
AT1G04483	10	226
AT1G09523	171	219
AT3G50970	8	968
AT5G64690	16	2077
AT1G03120	11	949
AT5G18360	13	3309
AT4G34103	12	331
AT1G80130	4	1785
AT5G45775	4923	1590
AT2G45670	515	3885
AT5G40900	3	1591
AT3G20380	16	1873
AT1G51430	111	1535
AT2G44510	181	2217
AT4G04445	60	553
AT1G09155	12	1368
AT3G44770	36	3627
AT3G17227	240	685
AT3G13080	1012	5964
AT1G33250	530	2594
AT5G13500	411	3194
AT3G19080	186	3637
AT1G73200	438	3775
AT4G25980	8	1979
AT1G32540	446	2564
AT5G01945	17	226
AT2G40200	1009	1366
AT1G02590	1	623
AT1G14140	180	1706
AT1G45227	113	443
AT1G49700	25	1704
AT4G11970	185	3327
AT3G07770	2201	5344
AT1G09433	5	228
AT2G40730	922	6472
AT5G05440	16	1539
AT1G61640	165	2902
AT4G36220	79	2464
AT5G30495	310	1750
AT2G33280	9	2165
AT2G30942	15	1389
AT5G65120	342	1964
AT5G40820	379	11170
AT1G76790	115	1541
AT1G18500	980	4114
AT5G54148	3	1319
AT3G08070	60	602
AT5G42810	218	2757
AT2G26620	1	1766
AT3G29642	35	1461
AT2G02061	2	1534
AT2G35830	39	1077
AT5G61360	32	1076
AT3G02900	484	1958
AT4G27660	100	1089
AT1G07940	38260	2592
AT5G63320	570	5291
AT3G21690	60	3805
AT1G78230	2	2712
AT5G42990	491	2001
AT3G10960	97	2245
AT3G12270	568	2895
AT1G18830	15	5401
AT5G49580	392	3916
AT1G44910	765	7361
AT1G11680	1442	2449
AT5G59845	9	796
AT2G01470	575	2560
AT3G15450	7815	1140
AT2G16980	4	4966
AT3G55400	693	3507
AT3G52940	352	3251
AT3G49050	313	3141
AT2G27790	52	2450
AT1G47510	213	2903
AT2G30150	219	1865
AT3G02090	3416	3374
AT1G13790	640	3655
AT4G34135	2	2214
AT1G48930	4	3125
AT2G27580	254	1143
AT2G02070	662	5406
AT5G00785	12	234
AT4G38600	3479	9077
AT5G15520	584	1733
AT3G07735	17	72
AT1G25470	353	2019
AT2G09505	1	355
AT2G20835	24	453
AT5G12400	1223	8167
AT3G01690	668	2401
AT1G55800	3	1104
AT1G08840	868	9364
AT1G59720	66	2032
AT1G78180	173	1724
AT2G36540	1	1212
AT5G03930	170	650
AT4G08755	2	99
AT2G02230	255	1744
AT1G33940	80	2209
AT1G28730	3	71
AT3G22160	15	1206
AT4G05495	7	461
AT4G35310	900	3390
AT1G66500	90	1581
AT5G48330	211	1933
AT5G11060	297	3908
AT1G49320	8	1783
AT3G05160	48	4223
AT5G65710	291	3315
AT3G15351	133	1773
AT1G19396	23	2010
AT2G17787	159	2062
AT1G24180	1193	3082
AT5G42200	42	1004
AT2G16990	28	5171
AT1G29400	846	4632
AT1G02130	887	1936
AT3G16060	1062	4290
AT1G67990	1	1412
AT1G73470	176	3209
AT5G01815	23	440
AT3G63520	721	3270
AT2G04540	124	3326
AT5G49660	116	3589
AT1G52360	2769	7163
AT5G62270	983	2855
AT3G48300	45	1807
AT3G07950	837	2772
AT1G04053	17	846
AT2G23420	225	3604
AT2G44010	12	879
AT5G66440	64	1257
AT3G21140	533	3036
AT1G03630	387	2127
AT3G54180	726	1817
AT3G43840	22	1491
AT4G39090	10071	2074
AT4G13500	40	1166
AT1G42970	637	2542
AT5G66230	1028	2764
AT3G13226	464	2194
AT3G17225	249	847
AT1G05733	83	636
AT5G45940	195	1144
AT2G10285	1	676
AT5G66100	418	2922
AT1G54215	1	852
AT2G38060	137	3377
AT4G17060	536	1969
AT5G05200	488	3200
AT5G56450	87	1562
AT4G13870	73	2355
AT1G64690	95	1702
AT1G43560	227	1901
AT4G09545	161	372
AT2G09025	25	415
AT5G24316	221	793
AT5G60300	179	3407
AT5G18150	77	748
AT3G49870	617	2011
AT3G03110	801	8395
AT2G07305	10	966
AT2G30790	5	1262
AT5G01545	62	419
AT1G02860	57	2118
AT1G04357	19	508
AT1G51740	210	2529
AT1G35420	64	1485
AT1G64530	210	3456
AT4G02405	161	1817
AT3G02120	153	688
AT1G25025	9	776
AT2G25050	555	6875
AT5G06385	17	387
AT1G76800	1	1035
AT4G27020	390	3128
AT4G29310	104	2590
AT1G04800	1	1026
AT5G62290	444	1956
AT5G26751	1918	3099
AT3G06685	6	409
AT5G14530	216	2426
AT5G05995	5	935
AT3G25130	105	1774
AT1G07450	14	1410
AT4G13150	229	2236
AT5G28320	311	4206
AT1G50030	1485	17747
AT5G26810	4	2151
AT1G09730	888	6767
AT3G07555	1812	562
AT5G19220	111	3007
AT1G78940	94	3398
AT1G05463	120	193
AT3G27330	411	3971
AT1G68320	11	1505
AT2G43960	5	1600
AT5G14460	369	2609
AT3G01460	1225	9264
AT2G30780	370	2522
AT1G22270	479	741
AT1G65500	1	983
AT2G26850	5	2294
AT5G42440	42	1675
AT5G43020	1651	2872
AT1G10270	678	3061
AT1G07110	529	6171
AT1G24470	44	2494
AT3G02465	9	474
AT2G43010	28	2980
AT5G46330	142	4333
AT3G62010	1300	6850
AT1G79650	1112	3370
AT1G22690	1	1000
AT1G05940	390	2890
AT3G12490	1593	1519
AT2G28815	11	1063
AT1G35120	1	328
AT2G31090	311	977
AT3G18500	40	3016
AT2G04280	1889	2021
AT5G51100	128	2494
AT5G14820	266	2081
AT1G12370	201	2639
AT2G46210	136	1965
AT1G31280	1350	3892
AT3G19515	854	4548
AT3G29340	19	2876
AT3G02130	842	4232
AT1G71460	147	2363
AT2G30250	17	2130
AT1G76040	179	3114
AT3G09925	1	1241
AT5G28750	385	1754
AT4G05775	35	436
AT1G58055	54	416
AT4G29830	484	1741
AT2G29040	1	3030
AT1G73060	313	2591
AT2G04460	4	1461
AT3G55680	150	630
AT1G62420	3	1979
AT4G01280	238	2900
AT1G17145	277	2812
AT5G59240	36	1305
AT1G10300	131	2348
AT5G02195	8	649
AT1G66970	57	3973
AT1G28080	3	1855
AT5G43260	44	963
AT5G23210	274	4441
AT5G59640	8	4780
AT4G32272	194	3133
AT1G55880	340	2454
AT5G04420	576	3339
AT2G45460	386	5113
AT3G09855	2	394
AT5G52960	170	1418
AT2G46550	384	2245
AT1G67950	315	1867
AT3G57586	4	6793
AT1G01760	72	2231
AT5G47590	1189	1560
AT5G54250	22	5025
AT2G37710	581	2557
AT1G67150	2	2621
AT4G08985	26	660
AT1G21830	276	1778
AT3G17900	797	4880
AT3G53690	18	1447
AT3G53130	256	4785
AT3G20780	254	4850
AT5G57320	17	6089
AT3G57620	4	1768
AT1G19640	49	3034
AT1G61740	726	3381
AT2G19470	582	3060
AT1G32310	170	1333
AT1G52430	24	5072
AT5G09285	118	259
AT1G13060	2140	2710
AT4G38230	117	2694
AT4G24026	4	512
AT2G09975	141	555
AT3G29120	43	693
AT4G08230	272	2009
AT2G40435	46	2419
AT1G55630	146	1946
AT2G09555	20	734
AT1G01290	229	2205
AT1G13670	1	1247
AT1G62860	98	2587
AT5G65280	300	2684
AT5G64260	465	1690
AT4G17713	90	414
AT4G16008	24	1511
AT3G05100	416	2506
AT1G27650	1475	2023
AT1G75300	315	1545
AT2G42600	2205	4865
AT1G10610	55	2820
AT5G67530	649	3072
AT3G25430	192	2731
AT3G44850	344	3020
AT2G44530	900	2693
AT3G10113	63	1495
AT1G67180	85	2625
AT1G24360	2426	2921
AT3G47347	47	76
AT1G21690	716	3123
AT1G10150	307	1815
AT4G05685	404	841
AT5G23780	139	2409
AT5G62250	2	2927
AT3G05145	1	226
AT1G58120	2	2056
AT1G10690	23	928
AT3G12930	308	1622
AT5G57870	2948	4315
AT2G07875	271	271
AT5G13295	73	368
AT3G30386	160	347
AT1G71820	1260	7545
AT1G17580	624	10435
AT2G26340	218	1781
AT4G30790	1106	6253
AT5G12920	72	4912
AT1G17360	201	5113
AT3G43505	10	578
AT5G08960	31	286
AT1G59800	6	1208
AT1G43850	1682	5061
AT5G08560	835	3932
AT5G49040	1	575
AT3G18330	1	1262
AT3G43930	14	2513
AT1G74340	155	3623
AT3G05445	2	791
AT5G24260	243	3610
AT3G04085	17	254
AT5G60570	901	2381
AT1G09317	8	321
AT5G53250	2	845
AT1G08450	124	4132
AT2G04670	2	4387
AT5G16390	590	2508
AT4G11385	4	591
AT4G14920	816	5599
AT2G17780	210	3077
AT1G60690	67	2021
AT5G02030	884	3558
AT1G07540	3	3521
AT4G09895	2	269
AT2G26910	1791	6944
AT3G20470	1558	1059
AT5G27010	9	4254
AT5G02400	10	2779
AT3G61415	163	3724
AT5G42670	135	2906
AT1G12211	75	3239
AT2G40460	29	4763
AT5G44820	27	1997
AT1G78476	14	2302
AT2G07628	1	583
